strain	Accession_ID	date	division	Pango_lineage	Variant	division2	pango.group	label
Canada/SK-NML-46/2020	EPI_ISL_2565085	2020-03-16	Saskatchewan	B.1	other	Saskatchewan	other	Canada_SK-NML-46_2020
Canada/SK-NML-48/2020	EPI_ISL_2565086	2020-03-09	Saskatchewan	B.1	other	Saskatchewan	other	Canada_SK-NML-48_2020
Canada/SK-NML-65/2020	EPI_ISL_2565095	2020-03-17	Saskatchewan	B.1	other	Saskatchewan	other	Canada_SK-NML-65_2020
Canada/SK-NML-66/2020	EPI_ISL_2565096	2020-03-18	Saskatchewan	B.1	other	Saskatchewan	other	Canada_SK-NML-66_2020
Canada/SK-NML-184/2020	EPI_ISL_2565102	2020-03-11	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-184_2020
Canada/SK-NML-187/2020	EPI_ISL_2565105	2020-03-13	Saskatchewan	B.1	other	Saskatchewan	other	Canada_SK-NML-187_2020
Canada/SK-NML-288/2020	EPI_ISL_2565116	2020-05-02	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-288_2020
Canada/SK-NML-312/2020	EPI_ISL_2565129	2020-05-01	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-312_2020
Canada/SK-NML-330/2020	EPI_ISL_2565143	2020-04-29	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-330_2020
Canada/SK-NML-332/2020	EPI_ISL_2565144	2020-04-30	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-332_2020
Canada/SK-NML-341/2020	EPI_ISL_2565150	2020-04-23	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-341_2020
Canada/SK-NML-344/2020	EPI_ISL_2565153	2020-04-14	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-344_2020
Canada/SK-NML-345/2020	EPI_ISL_2565154	2020-04-15	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-345_2020
Canada/SK-NML-347/2020	EPI_ISL_2565155	2020-04-16	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-347_2020
Canada/SK-NML-348/2020	EPI_ISL_2565156	2020-04-22	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-348_2020
Canada/SK-NML-349/2020	EPI_ISL_2565157	2020-04-20	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-349_2020
Canada/SK-NML-350/2020	EPI_ISL_2565158	2020-04-08	Saskatchewan	B.1.422	other	Saskatchewan	other	Canada_SK-NML-350_2020
Canada/SK-NML-351/2020	EPI_ISL_2565159	2020-05-10	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-351_2020
Canada/SK-NML-356/2020	EPI_ISL_2565163	2020-05-09	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-356_2020
Canada/SK-NML-371/2020	EPI_ISL_2565175	2020-05-05	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-371_2020
Canada/SK-NML-375/2020	EPI_ISL_2565176	2020-05-06	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-375_2020
Canada/SK-NML-376/2020	EPI_ISL_2565177	2020-05-07	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-376_2020
Canada/SK-NML-387/2020	EPI_ISL_2565183	2020-05-04	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-387_2020
Canada/SK-NML-388/2020	EPI_ISL_2565184	2020-05-03	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-388_2020
Canada/SK-NML-398/2020	EPI_ISL_2565192	2020-04-18	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-398_2020
Canada/SK-NML-21309/2021	EPI_ISL_2565493	2021-03-12	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-21309_2021
Canada/SK-NML-21336/2021	EPI_ISL_2565515	2021-03-13	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-21336_2021
Canada/SK-NML-21380/2021	EPI_ISL_2565553	2021-03-14	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-21380_2021
Canada/SK-NML-23551/2021	EPI_ISL_2565687	2021-03-15	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-23551_2021
Canada/SK-NML-23559/2021	EPI_ISL_2565693	2021-03-16	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-23559_2021
Canada/SK-NML-23641/2021	EPI_ISL_2565757	2021-03-17	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-23641_2021
Canada/SK-NML-59992/2021	EPI_ISL_2585361	2021-04-22	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-59992_2021
Canada/SK-NML-60089/2021	EPI_ISL_2585573	2021-04-23	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-60089_2021
Canada/SK-NML-60151/2021	EPI_ISL_2585687	2021-04-24	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-60151_2021
Canada/SK-NML-62461/2021	EPI_ISL_2585886	2021-04-26	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-62461_2021
Canada/SK-NML-62709/2021	EPI_ISL_2586394	2021-04-25	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-62709_2021
Canada/SK-NML-62720/2021	EPI_ISL_2586416	2021-04-27	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-62720_2021
Canada/SK-NML-62861/2021	EPI_ISL_2586683	2021-04-21	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-62861_2021
Canada/SK-NML-71998/2021	EPI_ISL_2586751	2021-04-28	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-71998_2021
Canada/SK-NML-72023/2021	EPI_ISL_2586792	2021-04-29	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-72023_2021
Canada/SK-NML-72034/2021	EPI_ISL_2586816	2021-04-30	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-72034_2021
Canada/SK-NML-72132/2021	EPI_ISL_2586991	2021-05-02	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-72132_2021
Canada/SK-NML-74248/2021	EPI_ISL_2587426	2021-05-10	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-74248_2021
Canada/SK-NML-74303/2021	EPI_ISL_2587534	2021-05-14	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-74303_2021
Canada/SK-NML-74353/2021	EPI_ISL_2587627	2021-05-12	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-74353_2021
Canada/SK-NML-74386/2021	EPI_ISL_2587694	2021-05-04	Saskatchewan	B.1.1.7	Alpha	Saskatchewan	Alpha	Canada_SK-NML-74386_2021
Canada/BC-BCCDC-57832/2021	EPI_ISL_2653564	2021-04-02	British_Columbia	B.1.2	other	British_Columbia	other	Canada_BC-BCCDC-57832_2021
Canada/BC-BCCDC-58516/2021	EPI_ISL_2653852	2021-04-06	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-58516_2021
Canada/BC-BCCDC-59317/2021	EPI_ISL_2654492	2021-04-11	British_Columbia	B.1.438.1	B.1.438.1	British_Columbia	other	Canada_BC-BCCDC-59317_2021
Canada/BC-BCCDC-59493/2021	EPI_ISL_2654637	2021-04-13	British_Columbia	B.1.438.1	B.1.438.1	British_Columbia	other	Canada_BC-BCCDC-59493_2021
Canada/BC-BCCDC-59595/2021	EPI_ISL_2654715	2021-04-10	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-59595_2021
Canada/BC-BCCDC-59768/2021	EPI_ISL_2654856	2021-04-05	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-59768_2021
Canada/BC-BCCDC-74569/2021	EPI_ISL_2654956	2021-04-07	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-74569_2021
Canada/BC-BCCDC-74597/2021	EPI_ISL_2654981	2021-04-09	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-74597_2021
Canada/BC-BCCDC-74673/2021	EPI_ISL_2655049	2021-04-16	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-74673_2021
Canada/BC-BCCDC-74953/2021	EPI_ISL_2655255	2021-04-18	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-74953_2021
Canada/BC-BCCDC-75550/2021	EPI_ISL_2655799	2021-04-15	British_Columbia	B.1.438.1	B.1.438.1	British_Columbia	other	Canada_BC-BCCDC-75550_2021
Canada/BC-BCCDC-76433/2021	EPI_ISL_2656126	2021-04-01	British_Columbia	B.1.438.1	B.1.438.1	British_Columbia	other	Canada_BC-BCCDC-76433_2021
Canada/BC-BCCDC-87795/2021	EPI_ISL_2656701	2021-05-04	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-87795_2021
Canada/BC-BCCDC-87880/2021	EPI_ISL_2656734	2021-04-24	British_Columbia	B.1.438.1	B.1.438.1	British_Columbia	other	Canada_BC-BCCDC-87880_2021
Canada/BC-BCCDC-57552/2021	EPI_ISL_2718650	2021-03-31	British_Columbia	B.1.525	other	British_Columbia	other	Canada_BC-BCCDC-57552_2021
Canada/BC-BCCDC-58066/2021	EPI_ISL_2718778	2021-04-04	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-58066_2021
Canada/BC-BCCDC-77284/2021	EPI_ISL_2719472	2021-04-25	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-77284_2021
Canada/BC-BCCDC-77446/2021	EPI_ISL_2719604	2021-04-26	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-77446_2021
Canada/BC-BCCDC-78233/2021	EPI_ISL_2720236	2021-04-08	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-78233_2021
Canada/BC-BCCDC-78656/2021	EPI_ISL_2720658	2021-05-02	British_Columbia	B.1.1.7	Alpha	British_Columbia	Alpha	Canada_BC-BCCDC-78656_2021
Canada/BC-BCCDC-79040/2021	EPI_ISL_2720978	2021-04-27	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-79040_2021
Canada/BC-BCCDC-79160/2021	EPI_ISL_2721079	2021-02-18	British_Columbia	B.1.2	other	British_Columbia	other	Canada_BC-BCCDC-79160_2021
Canada/BC-BCCDC-87545/2021	EPI_ISL_2721663	2021-05-07	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-87545_2021
Canada/BC-BCCDC-87557/2021	EPI_ISL_2721672	2021-05-01	British_Columbia	P.1.14	Gamma	British_Columbia	Gamma	Canada_BC-BCCDC-87557_2021
Canada/QC-1nIEOQ-7056295970/2021	EPI_ISL_2821809	2021-02-06	Quebec	B.1	other	Quebec	other	Canada_QC-1nIEOQ-7056295970_2021
Canada/QC-1nIROK-S7181560/2020	EPI_ISL_2821861	2020-11-18	Quebec	B.1.1.176	other	Quebec	other	Canada_QC-1nIROK-S7181560_2020
Canada/QC-1nIROK-S7194457/2020	EPI_ISL_2821866	2020-11-19	Quebec	B.1.1	other	Quebec	other	Canada_QC-1nIROK-S7194457_2020
Canada/QC-1nMCY-S8270578/2020	EPI_ISL_2822112	2020-12-27	Quebec	B.1.1.176	other	Quebec	other	Canada_QC-1nMCY-S8270578_2020
Canada/QC-1nIUH-5524146280/2020	EPI_ISL_2822246	2020-10-15	Quebec	B.1.1.121	other	Quebec	other	Canada_QC-1nIUH-5524146280_2020
Canada/QC-1nMCY-S9161857/2021	EPI_ISL_2823613	2021-01-16	Quebec	B.1.438.1	B.1.438.1	Quebec	other	Canada_QC-1nMCY-S9161857_2021
Canada/ON-UHTC_0524/2021	EPI_ISL_2823739	2021-03-18	Ontario	B.1.1.157	other	Ontario	other	Canada_ON-UHTC_0524_2021
Canada/QC-1nDJXP-8143224890/2021	EPI_ISL_2824047	2021-02-24	Quebec	B.1.160	other	Quebec	other	Canada_QC-1nDJXP-8143224890_2021
Canada/QC-1nIROK-S906508799/2021	EPI_ISL_2824057	2021-01-06	Quebec	B.1.160	other	Quebec	other	Canada_QC-1nIROK-S906508799_2021
Canada/QC-1nIRE-U11330669Q/2021	EPI_ISL_2824142	2021-01-13	Quebec	B.1.1.176	other	Quebec	other	Canada_QC-1nIRE-U11330669Q_2021
Canada/QC-1nDJXQ-Q6263425/2021	EPI_ISL_2824306	2021-02-26	Quebec	B.1.1.519	other	Quebec	other	Canada_QC-1nDJXQ-Q6263425_2021
Canada/QC-1nIOU-99214394/2020	EPI_ISL_2824312	2020-07-21	Quebec	B.1.1.157	other	Quebec	other	Canada_QC-1nIOU-99214394_2020
Canada/QC-1nIEOQ-7051605090/2021	EPI_ISL_2824374	2021-01-15	Quebec	B.1	other	Quebec	other	Canada_QC-1nIEOQ-7051605090_2021
Canada/QC-1nIEOQ-U13042769V/2021	EPI_ISL_2824403	2021-01-30	Quebec	B.1	other	Quebec	other	Canada_QC-1nIEOQ-U13042769V_2021
Canada/ON-UHTC_0502/2021	EPI_ISL_2824509	2021-03-07	Ontario	B.1.1.157	other	Ontario	other	Canada_ON-UHTC_0502_2021
Canada/ON-UHTC_0496/2021	EPI_ISL_2824515	2021-02-12	Ontario	B.1.564.1	other	Ontario	other	Canada_ON-UHTC_0496_2021
Canada/ON-UHTC_0531/2021	EPI_ISL_2824516	2021-01-09	Ontario	B.1.36.26	other	Ontario	other	Canada_ON-UHTC_0531_2021
Canada/QC-1nIEOQ-7056300699/2021	EPI_ISL_2824579	2021-02-09	Quebec	B.1.1.519	other	Quebec	other	Canada_QC-1nIEOQ-7056300699_2021
Canada/QC-1nIRE-U21017929Q/2021	EPI_ISL_2824676	2021-02-10	Quebec	B.1	other	Quebec	other	Canada_QC-1nIRE-U21017929Q_2021
Canada/QC-1nIFO-T0043901IA/2021	EPI_ISL_2824681	2021-02-04	Quebec	B.1.160	other	Quebec	other	Canada_QC-1nIFO-T0043901IA_2021
Canada/QC-1nDJXQ-Q6172347C2/2021	EPI_ISL_2824695	2021-02-17	Quebec	B.1.160	other	Quebec	other	Canada_QC-1nDJXQ-Q6172347C2_2021
Canada/QC-1nDJXQ-Q6183178C2/2021	EPI_ISL_2824702	2021-02-18	Quebec	C.36.1	other	Quebec	other	Canada_QC-1nDJXQ-Q6183178C2_2021
Canada/QC-1nJWFTV-8143086755/2021	EPI_ISL_2824727	2021-02-01	Quebec	B.1.160	other	Quebec	other	Canada_QC-1nJWFTV-8143086755_2021
Canada/QC-1nIUH-5524192870/2020	EPI_ISL_2824878	2020-11-23	Quebec	B.1.160	other	Quebec	other	Canada_QC-1nIUH-5524192870_2020
Canada/NS-NML-94503/2021	EPI_ISL_2835567	2021-05-18	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94503_2021
Canada/NS-NML-94504/2021	EPI_ISL_2835568	2021-05-20	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94504_2021
Canada/NS-NML-94505/2021	EPI_ISL_2835569	2021-05-16	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94505_2021
Canada/NS-NML-94516/2021	EPI_ISL_2835579	2021-05-24	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94516_2021
Canada/NS-NML-94518/2021	EPI_ISL_2835580	2021-04-29	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94518_2021
Canada/NS-NML-94525/2021	EPI_ISL_2835587	2021-05-10	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94525_2021
Canada/NS-NML-94527/2021	EPI_ISL_2835588	2021-05-11	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94527_2021
Canada/NS-NML-94529/2021	EPI_ISL_2835590	2021-05-09	Nova_Scotia	P.1.14	Gamma	Nova_Scotia	Gamma	Canada_NS-NML-94529_2021
Canada/NS-NML-94537/2021	EPI_ISL_2835595	2021-05-19	Nova_Scotia	Q.8	other	Nova_Scotia	other	Canada_NS-NML-94537_2021
Canada/NS-NML-94541/2021	EPI_ISL_2835597	2021-04-30	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94541_2021
Canada/NS-NML-94542/2021	EPI_ISL_2835598	2021-05-22	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94542_2021
Canada/NS-NML-94543/2021	EPI_ISL_2835599	2021-04-26	Nova_Scotia	B.1.1.7	Alpha	Nova_Scotia	Alpha	Canada_NS-NML-94543_2021
Canada/SK-NML-1575/2020	EPI_ISL_2883077	2020-09-23	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1575_2020
Canada/SK-NML-1576/2020	EPI_ISL_2883078	2020-09-26	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1576_2020
Canada/SK-NML-1578/2020	EPI_ISL_2883080	2020-09-25	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1578_2020
Canada/SK-NML-1579/2020	EPI_ISL_2883081	2020-09-27	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1579_2020
Canada/SK-NML-1583/2020	EPI_ISL_2883084	2020-09-28	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1583_2020
Canada/SK-NML-1588/2020	EPI_ISL_2883089	2020-09-29	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1588_2020
Canada/SK-NML-1589/2020	EPI_ISL_2883090	2020-09-30	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1589_2020
Canada/SK-NML-1591/2020	EPI_ISL_2883092	2020-10-01	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-1591_2020
Canada/SK-NML-16545/2020	EPI_ISL_2883100	2020-12-31	Saskatchewan	B.1.349	other	Saskatchewan	other	Canada_SK-NML-16545_2020
Canada/SK-NML-16546/2020	EPI_ISL_2883101	2020-10-10	Saskatchewan	B.1.1.216	other	Saskatchewan	other	Canada_SK-NML-16546_2020
Canada/SK-NML-16551/2021	EPI_ISL_2883105	2021-01-10	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16551_2021
Canada/SK-NML-16571/2021	EPI_ISL_2883117	2021-01-15	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16571_2021
Canada/SK-NML-16594/2021	EPI_ISL_2883134	2021-01-01	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-16594_2021
Canada/SK-NML-16601/2021	EPI_ISL_2883140	2021-01-21	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-16601_2021
Canada/SK-NML-16603/2021	EPI_ISL_2883142	2021-01-08	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16603_2021
Canada/SK-NML-16605/2020	EPI_ISL_2883144	2020-12-28	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-16605_2020
Canada/SK-NML-16608/2020	EPI_ISL_2883147	2020-12-27	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16608_2020
Canada/SK-NML-16848/2021	EPI_ISL_2883173	2021-01-22	Saskatchewan	B.1.349	other	Saskatchewan	other	Canada_SK-NML-16848_2021
Canada/SK-NML-16857/2020	EPI_ISL_2883181	2020-11-20	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-16857_2020
Canada/SK-NML-16886/2021	EPI_ISL_2883207	2021-01-16	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16886_2021
Canada/SK-NML-16895/2021	EPI_ISL_2883215	2021-01-14	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16895_2021
Canada/SK-NML-16902/2021	EPI_ISL_2883222	2021-01-19	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-16902_2021
Canada/SK-NML-16906/2021	EPI_ISL_2883225	2021-01-17	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16906_2021
Canada/SK-NML-16926/2021	EPI_ISL_2883242	2021-01-23	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-16926_2021
Canada/SK-NML-17027/2021	EPI_ISL_2883263	2021-01-26	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17027_2021
Canada/SK-NML-17041/2021	EPI_ISL_2883276	2021-01-27	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17041_2021
Canada/SK-NML-17048/2020	EPI_ISL_2883283	2020-10-29	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17048_2020
Canada/SK-NML-17049/2020	EPI_ISL_2883284	2020-10-26	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17049_2020
Canada/SK-NML-17054/2020	EPI_ISL_2883289	2020-11-19	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17054_2020
Canada/SK-NML-17058/2021	EPI_ISL_2883293	2021-01-13	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17058_2021
Canada/SK-NML-17082/2021	EPI_ISL_2883315	2021-02-06	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17082_2021
Canada/SK-NML-17088/2020	EPI_ISL_2883321	2020-11-21	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17088_2020
Canada/SK-NML-17089/2020	EPI_ISL_2883322	2020-12-04	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17089_2020
Canada/SK-NML-17100/2020	EPI_ISL_2883333	2020-12-30	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17100_2020
Canada/SK-NML-17110/2021	EPI_ISL_2883343	2021-01-09	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17110_2021
Canada/SK-NML-17116/2021	EPI_ISL_2883349	2021-01-24	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17116_2021
Canada/SK-NML-17119/2021	EPI_ISL_2883352	2021-01-25	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17119_2021
Canada/SK-NML-17128/2021	EPI_ISL_2883359	2021-01-30	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17128_2021
Canada/SK-NML-17133/2020	EPI_ISL_2883364	2020-11-16	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17133_2020
Canada/SK-NML-17199/2020	EPI_ISL_2883377	2020-11-02	Saskatchewan	B.1	other	Saskatchewan	other	Canada_SK-NML-17199_2020
Canada/SK-NML-17201/2020	EPI_ISL_2883378	2020-11-05	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17201_2020
Canada/SK-NML-17202/2020	EPI_ISL_2883379	2020-11-04	Saskatchewan	B.1.2	other	Saskatchewan	other	Canada_SK-NML-17202_2020
Canada/SK-NML-17204/2020	EPI_ISL_2883381	2020-11-06	Saskatchewan	B.1.2	other	Saskatchewan	other	Canada_SK-NML-17204_2020
Canada/SK-NML-17208/2020	EPI_ISL_2883382	2020-11-17	Saskatchewan	B.1.2	other	Saskatchewan	other	Canada_SK-NML-17208_2020
Canada/SK-NML-17210/2020	EPI_ISL_2883383	2020-11-22	Saskatchewan	B.1.234	other	Saskatchewan	other	Canada_SK-NML-17210_2020
Canada/SK-NML-17214/2020	EPI_ISL_2883385	2020-11-26	Saskatchewan	B.1.139	other	Saskatchewan	other	Canada_SK-NML-17214_2020
Canada/SK-NML-17215/2020	EPI_ISL_2883386	2020-11-25	Saskatchewan	B.1.240	other	Saskatchewan	other	Canada_SK-NML-17215_2020
Canada/SK-NML-17216/2020	EPI_ISL_2883387	2020-11-28	Saskatchewan	B.1.36	other	Saskatchewan	other	Canada_SK-NML-17216_2020
Canada/SK-NML-17217/2020	EPI_ISL_2883388	2020-11-29	Saskatchewan	B.1.609	other	Saskatchewan	other	Canada_SK-NML-17217_2020
Canada/SK-NML-17221/2020	EPI_ISL_2883392	2020-12-02	Saskatchewan	B.1.349	other	Saskatchewan	other	Canada_SK-NML-17221_2020
Canada/SK-NML-17224/2020	EPI_ISL_2883393	2020-12-11	Saskatchewan	B.1.551	other	Saskatchewan	other	Canada_SK-NML-17224_2020
Canada/SK-NML-17297/2021	EPI_ISL_2883398	2021-02-01	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17297_2021
Canada/SK-NML-17300/2020	EPI_ISL_2883401	2020-12-10	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17300_2020
Canada/SK-NML-17301/2020	EPI_ISL_2883402	2020-12-16	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17301_2020
Canada/SK-NML-17318/2021	EPI_ISL_2883415	2021-02-03	Saskatchewan	B.1.609	other	Saskatchewan	other	Canada_SK-NML-17318_2021
Canada/SK-NML-17319/2020	EPI_ISL_2883416	2020-12-29	Saskatchewan	B.1.438.1	B.1.438.1	Saskatchewan	other	Canada_SK-NML-17319_2020
Canada/SK-NML-17323/2020	EPI_ISL_2883419	2020-05-15	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-17323_2020
Canada/SK-NML-17324/2020	EPI_ISL_2883420	2020-07-16	Saskatchewan	C.8	other	Saskatchewan	other	Canada_SK-NML-17324_2020
Canada/SK-NML-17325/2020	EPI_ISL_2883421	2020-12-06	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17325_2020
Canada/SK-NML-17342/2020	EPI_ISL_2883436	2020-11-23	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17342_2020
Canada/SK-NML-17402/2020	EPI_ISL_2883488	2020-11-24	Saskatchewan	B.1.1	other	Saskatchewan	other	Canada_SK-NML-17402_2020
Canada/SK-NML-17404/2021	EPI_ISL_2883490	2021-01-29	Saskatchewan	B.1.349	other	Saskatchewan	other	Canada_SK-NML-17404_2021
Canada/SK-NML-17407/2020	EPI_ISL_2883493	2020-08-08	Saskatchewan	B.1.1.157	other	Saskatchewan	other	Canada_SK-NML-17407_2020
Canada/SK-NML-17408/2020	EPI_ISL_2883494	2020-09-10	Saskatchewan	B.1.128	other	Saskatchewan	other	Canada_SK-NML-17408_2020
Canada/SK-NML-17409/2020	EPI_ISL_2883495	2020-12-13	Saskatchewan	AE.8	other	Saskatchewan	other	Canada_SK-NML-17409_2020
Canada/SK-NML-17606/2020	EPI_ISL_2883500	2020-12-17	Saskatchewan	B.1.349	other	Saskatchewan	other	Canada_SK-NML-17606_2020
