EPI	Date	GISAID	Location	Variant
EPI_ISL_2970534|Canada|B.1.36.26	2020-12-04	hCoV-19/Canada/QC-1nIOU-A4045209/2020	Canada	B.1.36.26
EPI_ISL_2970549|Canada|AZ.1	2021-04-29	hCoV-19/Canada/QC-L00350058001/2021	Canada	AZ.1
EPI_ISL_2970560|Canada|B.1.617.1	2021-05-01	hCoV-19/Canada/QC-L00350253001/2021	Canada	B.1.617.1
EPI_ISL_2970597|Canada|B.1.1.417	2021-01-15	hCoV-19/Canada/QC-1nIID-U1153031/2021	Canada	B.1.1.417
EPI_ISL_2970603|Canada|A.23.1	2021-01-16	hCoV-19/Canada/QC-1nIID-U1161075/2021	Canada	A.23.1
EPI_ISL_2970690|Canada|B.1.575	2020-12-16	hCoV-19/Canada/QC-1nDWVQ-MX20341501/2020	Canada	B.1.575
EPI_ISL_2970750|Canada|B.1.177	2021-02-18	hCoV-19/Canada/QC-1nIEOQ-1026317913/2021	Canada	B.1.177
EPI_ISL_2970792|Canada|B.1.265	2021-02-08	hCoV-19/Canada/QC-1nIEOQ-U20849449V/2021	Canada	B.1.265
EPI_ISL_2970838|Canada|B.1.598	2020-04-09	hCoV-19/Canada/QC-1nDWVQ-MX20003917/2020	Canada	B.1.598
EPI_ISL_2970866|Canada|B.1.220	2020-05-18	hCoV-19/Canada/QC-1nIOU-97182170/2020	Canada	B.1.220
EPI_ISL_2970905|Canada|B.1.598	2020-06-05	hCoV-19/Canada/QC-1nKGZ-R0051737/2020	Canada	B.1.598
EPI_ISL_2970933|Canada|B.1.565	2020-09-09	hCoV-19/Canada/QC-1nIOU-A1096240/2020	Canada	B.1.565
EPI_ISL_2970940|Canada|B.1.564	2020-11-19	hCoV-19/Canada/QC-1nEAQ-0596756/2020	Canada	B.1.564
EPI_ISL_2975357|Canada|B.1.566	2021-03-26	hCoV-19/Canada/QC-1nDWVQ-MX21118986/2021	Canada	B.1.566
EPI_ISL_2975371|Canada|B.1.526	2021-03-19	hCoV-19/Canada/QC-1nDWVQ-MX21110363/2021	Canada	B.1.526
EPI_ISL_2975404|Canada|B.1.526	2021-04-14	hCoV-19/Canada/QC-1nIEOQ-7056418272/2021	Canada	B.1.526
EPI_ISL_2975469|Canada|L.4	2021-03-25	hCoV-19/Canada/QC-1nIUH-5524346386/2021	Canada	L.4
EPI_ISL_2975841|Canada|B.1.1.519	2021-05-09	hCoV-19/Canada/QC-1nIEOQ-8946470511/2021	Canada	B.1.1.519
EPI_ISL_2975941|Canada|C.37	2021-05-10	hCoV-19/Canada/QC-1nIUH-5524408145/2021	Canada	C.37
EPI_ISL_2976016|Canada|B.1.1.176	2021-05-05	hCoV-19/Canada/QC-1nIROK-S905311499/2021	Canada	B.1.1.176
EPI_ISL_2976022|Canada|B.1.1.176	2021-03-01	hCoV-19/Canada/QC-1nDJXQ-Q7011583/2021	Canada	B.1.1.176
EPI_ISL_2976047|Canada|B.1.243	2021-02-11	hCoV-19/Canada/QC-1nIUH-5524293846/2021	Canada	B.1.243
EPI_ISL_2976137|Canada|B.1.1.157	2021-03-17	hCoV-19/Canada/QC-1nIGM-8146842812/2021	Canada	B.1.1.157
EPI_ISL_2976308|Canada|B.1.427	2021-03-03	hCoV-19/Canada/QC-1nIEOQ-1036339895/2021	Canada	B.1.427
EPI_ISL_2976412|Canada|C.37	2021-03-28	hCoV-19/Canada/QC-1nDJXP-8143422667/2021	Canada	C.37
EPI_ISL_2976470|Canada|B.1.1.519	2021-03-24	hCoV-19/Canada/QC-1nDJXQ-Q7242739/2021	Canada	B.1.1.519
EPI_ISL_2976517|Canada|B.1.1.416	2021-01-13	hCoV-19/Canada/QC-1nIROK-S913431999/2021	Canada	B.1.1.416
EPI_ISL_2976548|Canada|B.1.240.1	2020-09-08	hCoV-19/Canada/QC-1nIOU-A1086190/2020	Canada	B.1.240.1
EPI_ISL_2976550|Canada|B.1.611	2020-09-08	hCoV-19/Canada/QC-1nIOU-A1090795/2020	Canada	B.1.611
EPI_ISL_2989544|Canada|C.36.3	2021-05-06	hCoV-19/Canada/QC-L00355022/2021	Canada	C.36.3
EPI_ISL_2989577|Canada|B.1.1.318	2021-06-06	hCoV-19/Canada/QC-L00358509/2021	Canada	B.1.1.318
EPI_ISL_3012446|Canada|B.1.2	2021-06-25	hCoV-19/Canada/ON-PHL-21-23915/2021	Canada	B.1.2
EPI_ISL_3012570|Canada|AY.25	2021-06-27	hCoV-19/Canada/ON-PHL-21-24042/2021	Canada	AY.25
EPI_ISL_3012602|Canada|AY.26	2021-06-29	hCoV-19/Canada/ON-PHL-21-24081/2021	Canada	AY.26
EPI_ISL_3012808|Canada|AY.44	2021-06-30	hCoV-19/Canada/ON-PHL-21-24343/2021	Canada	AY.44
EPI_ISL_3012876|Canada|P.1	2021-07-03	hCoV-19/Canada/ON-PHL-21-24421/2021	Canada	P.1
EPI_ISL_3012905|Canada|AY.74	2021-07-03	hCoV-19/Canada/ON-PHL-21-24456/2021	Canada	AY.74
EPI_ISL_3012947|Canada|AY.16	2021-06-29	hCoV-19/Canada/ON-PHL-21-24507/2021	Canada	AY.16
EPI_ISL_3021501|Canada|B.1.1.318	2021-05-08	hCoV-19/Canada/QC-L00352009/2021	Canada	B.1.1.318
EPI_ISL_3021531|Canada|C.37	2021-04-23	hCoV-19/Canada/QC-L00348692001/2021	Canada	C.37
EPI_ISL_3089342|Canada|B.1.2	2021-05-01	hCoV-19/Canada/ON-PHL-21-21846/2021	Canada	B.1.2
EPI_ISL_3089369|Canada|B.1.1.7	2021-06-29	hCoV-19/Canada/ON-PHL-21-24610/2021	Canada	B.1.1.7
EPI_ISL_3089400|Canada|AY.73	2021-06-28	hCoV-19/Canada/ON-PHL-21-24642/2021	Canada	AY.73
EPI_ISL_3089449|Canada|AZ.1	2021-07-03	hCoV-19/Canada/ON-PHL-21-24696/2021	Canada	AZ.1
EPI_ISL_3089499|Canada|AY.45	2021-07-03	hCoV-19/Canada/ON-PHL-21-24789/2021	Canada	AY.45
EPI_ISL_3089569|Canada|AY.112	2021-07-02	hCoV-19/Canada/ON-PHL-21-24877/2021	Canada	AY.112
EPI_ISL_3089623|Canada|AY.16	2021-07-07	hCoV-19/Canada/ON-PHL-21-24946/2021	Canada	AY.16
EPI_ISL_3089669|Canada|AY.86	2021-07-05	hCoV-19/Canada/ON-PHL-21-24999/2021	Canada	AY.86
EPI_ISL_3089678|Canada|AY.102	2021-07-05	hCoV-19/Canada/ON-PHL-21-25008/2021	Canada	AY.102
EPI_ISL_3089688|Canada|B.1.619	2021-07-05	hCoV-19/Canada/ON-PHL-21-25023/2021	Canada	B.1.619
EPI_ISL_3089692|Canada|AY.61	2021-07-05	hCoV-19/Canada/ON-PHL-21-25027/2021	Canada	AY.61
EPI_ISL_3089726|Canada|AY.15	2021-07-03	hCoV-19/Canada/ON-PHL-21-25058/2021	Canada	AY.15
EPI_ISL_3089734|Canada|AY.40	2021-07-06	hCoV-19/Canada/ON-PHL-21-25066/2021	Canada	AY.40
EPI_ISL_3089837|Canada|C.36.3	2021-07-05	hCoV-19/Canada/ON-PHL-21-25267/2021	Canada	C.36.3
EPI_ISL_3089848|Canada|AY.10	2021-07-06	hCoV-19/Canada/ON-PHL-21-25278/2021	Canada	AY.10
EPI_ISL_3089880|Canada|B.1.351	2021-07-07	hCoV-19/Canada/ON-PHL-21-25312/2021	Canada	B.1.351
EPI_ISL_3089954|Canada|B.1.525	2021-07-10	hCoV-19/Canada/ON-PHL-21-25391/2021	Canada	B.1.525
EPI_ISL_3092484|Canada|B.1.1.7	2020-04-09	hCoV-19/Canada/QC-1nKGZ-Q8090981/2020	Canada	B.1.1.7
EPI_ISL_3099162|Canada|B.1.422	2020-09-08	hCoV-19/Canada/QC-1nIOU-A1085770/2020	Canada	B.1.422
EPI_ISL_3102141|Canada|B.1.36.7	2020-11-28	hCoV-19/Canada/QC-1nIOU-A3281027/2020	Canada	B.1.36.7
EPI_ISL_3115817|Canada|B.1.619	2021-07-03	hCoV-19/Canada/AB-ABPHL-23917/2021	Canada	B.1.619
EPI_ISL_3115900|Canada|Q.8	2021-06-01	hCoV-19/Canada/AB-ABPHL-21661/2021	Canada	Q.8
EPI_ISL_3116023|Canada|None	2021-06-26	hCoV-19/Canada/AB-ABPHL-23297/2021	Canada	None
EPI_ISL_3116025|Canada|AY.38	2021-06-04	hCoV-19/Canada/AB-ABPHL-21602/2021	Canada	AY.38
EPI_ISL_3116078|Canada|AY.46.4	2021-06-14	hCoV-19/Canada/AB-ABPHL-22848/2021	Canada	AY.46.4
EPI_ISL_3116122|Canada|AY.3	2021-06-26	hCoV-19/Canada/AB-ABPHL-23350/2021	Canada	AY.3
EPI_ISL_3116127|Canada|AY.16	2021-06-28	hCoV-19/Canada/AB-ABPHL-23901/2021	Canada	AY.16
EPI_ISL_3116190|Canada|AY.93	2021-06-08	hCoV-19/Canada/AB-ABPHL-21594/2021	Canada	AY.93
EPI_ISL_3116310|Canada|AY.27	2021-06-16	hCoV-19/Canada/AB-ABPHL-23724/2021	Canada	AY.27
EPI_ISL_3116411|Canada|AY.100	2021-06-26	hCoV-19/Canada/AB-ABPHL-23301/2021	Canada	AY.100
EPI_ISL_3116489|Canada|B.1.619	2021-06-13	hCoV-19/Canada/AB-ABPHL-23635/2021	Canada	B.1.619
EPI_ISL_3116502|Canada|P.1	2021-06-23	hCoV-19/Canada/AB-ABPHL-23899/2021	Canada	P.1
EPI_ISL_3116507|Canada|P.1.17	2021-06-15	hCoV-19/Canada/AB-ABPHL-23686/2021	Canada	P.1.17
EPI_ISL_3116779|Canada|B.1.351	2021-06-22	hCoV-19/Canada/AB-ABPHL-24070/2021	Canada	B.1.351
EPI_ISL_3116788|Canada|AY.44	2021-06-16	hCoV-19/Canada/AB-ABPHL-23993/2021	Canada	AY.44
EPI_ISL_3116793|Canada|AY.25	2021-06-22	hCoV-19/Canada/AB-ABPHL-23878/2021	Canada	AY.25
EPI_ISL_3116815|Canada|AY.25.1	2021-06-15	hCoV-19/Canada/AB-ABPHL-22997/2021	Canada	AY.25.1
EPI_ISL_3116856|Canada|B.1.1	2021-05-14	hCoV-19/Canada/AB-ABPHL-22923/2021	Canada	B.1.1
EPI_ISL_3116884|Canada|P.1.14	2021-06-12	hCoV-19/Canada/AB-ABPHL-22984/2021	Canada	P.1.14
EPI_ISL_3117273|Canada|AZ.6	2021-06-14	hCoV-19/Canada/AB-ABPHL-23602/2021	Canada	AZ.6
EPI_ISL_3117392|Canada|AY.55	2021-06-19	hCoV-19/Canada/AB-ABPHL-23211/2021	Canada	AY.55
EPI_ISL_3117393|Canada|AY.46	2021-06-19	hCoV-19/Canada/AB-ABPHL-23212/2021	Canada	AY.46
EPI_ISL_3117403|Canada|P.1.17	2021-05-27	hCoV-19/Canada/AB-ABPHL-22331/2021	Canada	P.1.17
EPI_ISL_3117439|Canada|B.1.620	2021-06-10	hCoV-19/Canada/AB-ABPHL-23023/2021	Canada	B.1.620
EPI_ISL_3143073|Canada|Q.1	2021-02-26	hCoV-19/Canada/QC-L00329262001/2021	Canada	Q.1
EPI_ISL_3143092|Canada|Q.8	2021-02-25	hCoV-19/Canada/QC-L00329515/2021	Canada	Q.8
EPI_ISL_3143095|Canada|B.1.1.7	2021-02-25	hCoV-19/Canada/QC-L00329523/2021	Canada	B.1.1.7
EPI_ISL_3143454|Canada|B.1	2021-03-10	hCoV-19/Canada/QC-L00333228/2021	Canada	B.1
EPI_ISL_3143497|Canada|Q.8	2021-03-22	hCoV-19/Canada/QC-L00337994/2021	Canada	Q.8
EPI_ISL_3144438|Canada|C.36.1	2021-04-04	hCoV-19/Canada/QC-L00343751/2021	Canada	C.36.1
EPI_ISL_3150967|Canada|B.1.1.7	2021-06-03	hCoV-19/Canada/NL-NML-97343/2021	Canada	B.1.1.7
EPI_ISL_3150978|Canada|AY.10	2021-06-09	hCoV-19/Canada/NL-NML-97354/2021	Canada	AY.10
EPI_ISL_3150982|Canada|Q.8	2021-06-12	hCoV-19/Canada/NL-NML-97358/2021	Canada	Q.8
EPI_ISL_3207624|Canada|B.1.1.176	2021-06-02	hCoV-19/Canada/QC-1nIUH-5524287954_2/2021	Canada	B.1.1.176
EPI_ISL_3207658|Canada|B.1.36	2021-01-07	hCoV-19/Canada/QC-1nEAQ-0642719_2/2021	Canada	B.1.36
EPI_ISL_3207706|Canada|B.1.1.274	2021-02-07	hCoV-19/Canada/QC-1nIOU-A6071814_2/2021	Canada	B.1.1.274
EPI_ISL_3207780|Canada|B.40	2020-05-26	hCoV-19/Canada/QC-1nIOU-97264101_2/2020	Canada	B.40
EPI_ISL_3207784|Canada|B.1.177	2021-03-22	hCoV-19/Canada/QC-1nIEOQ-1036375054_2/2021	Canada	B.1.177
EPI_ISL_3207826|Canada|B.1.1.420	2021-03-24	hCoV-19/Canada/QC-1nIUH-5524345804_2/2021	Canada	B.1.1.420
EPI_ISL_3207961|Canada|B.1.1	2021-01-28	hCoV-19/Canada/QC-1nEAQ-0670766/2021	Canada	B.1.1
EPI_ISL_3207969|Canada|B.1.543	2021-01-29	hCoV-19/Canada/QC-1nEAQ-0672502/2021	Canada	B.1.543
EPI_ISL_3208044|Canada|AY.26	2021-06-16	hCoV-19/Canada/QC-L00361389001/2021	Canada	AY.26
EPI_ISL_3233633|Canada|AM.4	2021-03-26	hCoV-19/Canada/ON-PHL-21-11829-v3/2021	Canada	AM.4
EPI_ISL_3233676|Canada|B.1.160.33	2021-03-23	hCoV-19/Canada/ON-PHL-21-11900-v3/2021	Canada	B.1.160.33
EPI_ISL_3233696|Canada|B.1.1.176	2021-03-24	hCoV-19/Canada/ON-PHL-21-11938-v3/2021	Canada	B.1.1.176
EPI_ISL_3233768|Canada|B.1.621	2021-06-22	hCoV-19/Canada/ON-PHL-21-23218-v2/2021	Canada	B.1.621
EPI_ISL_3233770|Canada|AY.32	2021-06-22	hCoV-19/Canada/ON-PHL-21-23220-v2/2021	Canada	AY.32
EPI_ISL_3233827|Canada|AY.38	2021-06-28	hCoV-19/Canada/ON-PHL-21-24252-v2/2021	Canada	AY.38
EPI_ISL_3233951|Canada|AY.19	2021-07-11	hCoV-19/Canada/ON-PHL-21-25529/2021	Canada	AY.19
EPI_ISL_3233970|Canada|C.37	2021-07-13	hCoV-19/Canada/ON-PHL-21-25548/2021	Canada	C.37
EPI_ISL_3233972|Canada|AY.73	2021-07-13	hCoV-19/Canada/ON-PHL-21-25550/2021	Canada	AY.73
EPI_ISL_3233987|Canada|AY.2	2021-07-13	hCoV-19/Canada/ON-PHL-21-25566/2021	Canada	AY.2
EPI_ISL_3234025|Canada|AY.55	2021-07-13	hCoV-19/Canada/ON-PHL-21-25608/2021	Canada	AY.55
EPI_ISL_3234051|Canada|P.1.14	2021-07-15	hCoV-19/Canada/ON-PHL-21-25642/2021	Canada	P.1.14
EPI_ISL_3234112|Canada|B.1.621	2021-07-16	hCoV-19/Canada/ON-PHL-21-25708/2021	Canada	B.1.621
EPI_ISL_3234135|Canada|AY.87	2021-07-15	hCoV-19/Canada/ON-PHL-21-25732/2021	Canada	AY.87
EPI_ISL_3234339|Canada|AY.100	2021-07-17	hCoV-19/Canada/ON-PHL-21-25948/2021	Canada	AY.100
EPI_ISL_3255587|Canada|AY.18	2021-06-12	hCoV-19/Canada/SK-NML-94971/2021	Canada	AY.18
EPI_ISL_3255606|Canada|AY.25.1	2021-06-13	hCoV-19/Canada/SK-NML-94975/2021	Canada	AY.25.1
EPI_ISL_3255726|Canada|AY.74	2021-06-17	hCoV-19/Canada/SK-NML-109451/2021	Canada	AY.74
EPI_ISL_3255733|Canada|AY.23	2021-06-17	hCoV-19/Canada/SK-NML-95109/2021	Canada	AY.23
EPI_ISL_3255739|Canada|AY.93	2021-06-17	hCoV-19/Canada/SK-NML-109549/2021	Canada	AY.93
EPI_ISL_3255747|Canada|Q.8	2021-06-17	hCoV-19/Canada/SK-NML-109532/2021	Canada	Q.8
EPI_ISL_3255922|Canada|P.1.17	2021-06-23	hCoV-19/Canada/SK-NML-109653/2021	Canada	P.1.17
EPI_ISL_3334208|Canada|B.1.160	2021-01-07	hCoV-19/Canada/NB-NML-139489/2021	Canada	B.1.160
EPI_ISL_3334212|Canada|AY.122	2021-07-22	hCoV-19/Canada/NB-NML-139498/2021	Canada	AY.122
EPI_ISL_3334214|Canada|AY.4	2021-07-24	hCoV-19/Canada/NB-NML-139500/2021	Canada	AY.4
EPI_ISL_3341419|Canada|AT.1	2021-07-08	hCoV-19/Canada/ON-PHL-21-25169/2021	Canada	AT.1
EPI_ISL_3341497|Canada|B.1.1.7	2021-07-17	hCoV-19/Canada/ON-PHL-21-25997/2021	Canada	B.1.1.7
EPI_ISL_3341542|Canada|AY.119	2021-07-17	hCoV-19/Canada/ON-PHL-21-26045/2021	Canada	AY.119
EPI_ISL_3341544|Canada|AY.26	2021-07-17	hCoV-19/Canada/ON-PHL-21-26047/2021	Canada	AY.26
EPI_ISL_3341546|Canada|AY.43	2021-07-17	hCoV-19/Canada/ON-PHL-21-26049/2021	Canada	AY.43
EPI_ISL_3341550|Canada|AY.118	2021-07-17	hCoV-19/Canada/ON-PHL-21-26053/2021	Canada	AY.118
EPI_ISL_3341586|Canada|AY.126	2021-07-20	hCoV-19/Canada/ON-PHL-21-26094/2021	Canada	AY.126
EPI_ISL_3341611|Canada|B.1.351.3	2021-07-19	hCoV-19/Canada/ON-PHL-21-26122/2021	Canada	B.1.351.3
EPI_ISL_3341666|Canada|AY.13	2021-07-21	hCoV-19/Canada/ON-PHL-21-26178/2021	Canada	AY.13
EPI_ISL_3341681|Canada|AY.70	2021-07-22	hCoV-19/Canada/ON-PHL-21-26193/2021	Canada	AY.70
EPI_ISL_3341732|Canada|AY.75	2021-07-21	hCoV-19/Canada/ON-PHL-21-26245/2021	Canada	AY.75
EPI_ISL_3341739|Canada|AY.44	2021-07-21	hCoV-19/Canada/ON-PHL-21-26252/2021	Canada	AY.44
EPI_ISL_3341787|Canada|AY.27	2021-07-23	hCoV-19/Canada/ON-PHL-21-26310/2021	Canada	AY.27
EPI_ISL_3341788|Canada|AY.122	2021-07-23	hCoV-19/Canada/ON-PHL-21-26311/2021	Canada	AY.122
EPI_ISL_3341833|Canada|AY.9.2.1	2021-07-24	hCoV-19/Canada/ON-PHL-21-26367/2021	Canada	AY.9.2.1
EPI_ISL_3356735|Canada|P.1.14	2021-04-05	hCoV-19/Canada/MB-NML-34961/2021	Canada	P.1.14
EPI_ISL_3356749|Canada|B.1.429	2021-03-29	hCoV-19/Canada/MB-NML-60229/2021	Canada	B.1.429
EPI_ISL_3356750|Canada|B.1.170	2021-03-29	hCoV-19/Canada/MB-NML-60230/2021	Canada	B.1.170
EPI_ISL_3356762|Canada|B.1.2	2021-04-06	hCoV-19/Canada/MB-NML-60252/2021	Canada	B.1.2
EPI_ISL_3356782|Canada|B.1.36.18	2021-04-16	hCoV-19/Canada/MB-NML-82804/2021	Canada	B.1.36.18
EPI_ISL_3356784|Canada|AE.8	2021-04-13	hCoV-19/Canada/MB-NML-82806/2021	Canada	AE.8
EPI_ISL_3356794|Canada|B.1.526	2021-05-04	hCoV-19/Canada/MB-NML-82816/2021	Canada	B.1.526
EPI_ISL_3356848|Canada|B.1.617.2	2021-06-02	hCoV-19/Canada/MB-NML-94840/2021	Canada	B.1.617.2
EPI_ISL_3356857|Canada|P.1.14	2021-06-03	hCoV-19/Canada/MB-NML-94872/2021	Canada	P.1.14
EPI_ISL_3356867|Canada|AZ.1	2021-05-26	hCoV-19/Canada/MB-NML-94882/2021	Canada	AZ.1
EPI_ISL_3356875|Canada|B.1.2	2021-06-04	hCoV-19/Canada/MB-NML-94890/2021	Canada	B.1.2
EPI_ISL_3356881|Canada|B.1.617.2	2021-05-24	hCoV-19/Canada/MB-NML-95121/2021	Canada	B.1.617.2
EPI_ISL_3356882|Canada|B.1.2	2021-05-23	hCoV-19/Canada/MB-NML-95122/2021	Canada	B.1.2
EPI_ISL_3356915|Canada|P.1	2021-05-24	hCoV-19/Canada/MB-NML-95157/2021	Canada	P.1
EPI_ISL_3399721|Canada|B.1.429	2021-06-22	hCoV-19/Canada/NS-NML-117319/2021	Canada	B.1.429
EPI_ISL_3399722|Canada|B.1.1.7	2021-06-22	hCoV-19/Canada/NS-NML-117344/2021	Canada	B.1.1.7
EPI_ISL_3399724|Canada|AY.86	2021-06-15	hCoV-19/Canada/NS-NML-117317/2021	Canada	AY.86
EPI_ISL_3399736|Canada|AY.86	2021-05-31	hCoV-19/Canada/NS-NML-117311/2021	Canada	AY.86
EPI_ISL_3399743|Canada|AY.10	2021-05-21	hCoV-19/Canada/NS-NML-117342/2021	Canada	AY.10
EPI_ISL_3399759|Canada|B.1.617.2	2021-05-04	hCoV-19/Canada/NS-NML-117291/2021	Canada	B.1.617.2
EPI_ISL_3399764|Canada|P.1.14	2021-04-20	hCoV-19/Canada/NS-NML-117321/2021	Canada	P.1.14
EPI_ISL_3448076|Canada|B.1.1.318	2021-07-29	hCoV-19/Canada/ON-PHL-21-27120/2021	Canada	B.1.1.318
EPI_ISL_3448103|Canada|AY.117	2021-08-02	hCoV-19/Canada/ON-PHL-21-27113/2021	Canada	AY.117
EPI_ISL_3448111|Canada|AY.20	2021-09-10	hCoV-19/Canada/ON-PHL-21-26666/2021	Canada	AY.20
EPI_ISL_3448114|Canada|AY.95	2021-07-25	hCoV-19/Canada/ON-PHL-21-26548/2021	Canada	AY.95
EPI_ISL_3448129|Canada|AY.34	2021-07-25	hCoV-19/Canada/ON-PHL-21-26538/2021	Canada	AY.34
EPI_ISL_3448136|Canada|AY.98.1	2021-07-31	hCoV-19/Canada/ON-PHL-21-27029/2021	Canada	AY.98.1
EPI_ISL_3448137|Canada|AY.6	2021-07-21	hCoV-19/Canada/ON-PHL-21-26670/2021	Canada	AY.6
EPI_ISL_3448140|Canada|AY.127	2021-07-22	hCoV-19/Canada/ON-PHL-21-26677/2021	Canada	AY.127
EPI_ISL_3448148|Canada|AY.39	2021-07-31	hCoV-19/Canada/ON-PHL-21-26837/2021	Canada	AY.39
EPI_ISL_3448150|Canada|AY.24	2021-07-23	hCoV-19/Canada/ON-PHL-21-26496/2021	Canada	AY.24
EPI_ISL_3448159|Canada|AY.116.1	2021-07-30	hCoV-19/Canada/ON-PHL-21-27214/2021	Canada	AY.116.1
EPI_ISL_3448161|Canada|AY.88	2021-07-27	hCoV-19/Canada/ON-PHL-21-26869/2021	Canada	AY.88
EPI_ISL_3448176|Canada|A.2.5	2021-07-25	hCoV-19/Canada/ON-PHL-21-26537/2021	Canada	A.2.5
EPI_ISL_3448184|Canada|AY.36	2021-07-28	hCoV-19/Canada/ON-PHL-21-26897/2021	Canada	AY.36
EPI_ISL_3448194|Canada|AY.46	2021-07-31	hCoV-19/Canada/ON-PHL-21-27032/2021	Canada	AY.46
EPI_ISL_3448210|Canada|AY.4	2021-07-29	hCoV-19/Canada/ON-PHL-21-26561/2021	Canada	AY.4
EPI_ISL_3448227|Canada|AY.103	2021-07-28	hCoV-19/Canada/ON-PHL-21-26977/2021	Canada	AY.103
EPI_ISL_3448231|Canada|AY.121	2021-07-27	hCoV-19/Canada/ON-PHL-21-26884/2021	Canada	AY.121
EPI_ISL_3448235|Canada|AY.23	2021-07-25	hCoV-19/Canada/ON-PHL-21-26536/2021	Canada	AY.23
EPI_ISL_3448275|Canada|AY.116	2021-07-27	hCoV-19/Canada/ON-PHL-21-26880/2021	Canada	AY.116
EPI_ISL_3448290|Canada|AY.104	2021-08-01	hCoV-19/Canada/ON-PHL-21-26912/2021	Canada	AY.104
EPI_ISL_3448301|Canada|AY.104	2021-07-29	hCoV-19/Canada/ON-PHL-21-27123/2021	Canada	AY.104
EPI_ISL_3448320|Canada|AY.3	2021-07-31	hCoV-19/Canada/ON-PHL-21-27017/2021	Canada	AY.3
EPI_ISL_3448339|Canada|AY.126	2021-08-03	hCoV-19/Canada/ON-PHL-21-27197/2021	Canada	AY.126
EPI_ISL_3448353|Canada|AY.25	2021-07-30	hCoV-19/Canada/ON-PHL-21-26825/2021	Canada	AY.25
EPI_ISL_3448387|Canada|C.36.3	2021-08-01	hCoV-19/Canada/ON-PHL-21-27062/2021	Canada	C.36.3
EPI_ISL_3448412|Canada|AY.75.2	2021-07-20	hCoV-19/Canada/ON-PHL-21-26478/2021	Canada	AY.75.2
EPI_ISL_3448441|Canada|BB.2	2021-07-25	hCoV-19/Canada/ON-PHL-21-26715/2021	Canada	BB.2
EPI_ISL_3448442|Canada|AY.59	2021-07-31	hCoV-19/Canada/ON-PHL-21-27024/2021	Canada	AY.59
EPI_ISL_3448447|Canada|AY.62	2021-07-28	hCoV-19/Canada/ON-PHL-21-26863/2021	Canada	AY.62
EPI_ISL_3448472|Canada|AY.47	2021-08-03	hCoV-19/Canada/ON-PHL-21-27186/2021	Canada	AY.47
EPI_ISL_3448478|Canada|AY.4.2	2021-07-25	hCoV-19/Canada/ON-PHL-21-26546/2021	Canada	AY.4.2
EPI_ISL_3448501|Canada|P.1.14	2021-08-04	hCoV-19/Canada/ON-PHL-21-27167/2021	Canada	P.1.14
EPI_ISL_3448507|Canada|P.1.7	2021-08-01	hCoV-19/Canada/ON-PHL-21-27060/2021	Canada	P.1.7
EPI_ISL_3448508|Canada|P.1.17	2021-07-30	hCoV-19/Canada/ON-PHL-21-27202/2021	Canada	P.1.17
EPI_ISL_3448545|Canada|P.1.7	2021-07-27	hCoV-19/Canada/ON-PHL-21-26640/2021	Canada	P.1.7
EPI_ISL_3448547|Canada|AY.34.1	2021-07-27	hCoV-19/Canada/ON-PHL-21-26642/2021	Canada	AY.34.1
EPI_ISL_3448613|Canada|AY.9.2	2021-07-24	hCoV-19/Canada/ON-PHL-21-26458/2021	Canada	AY.9.2
EPI_ISL_3448666|Canada|AY.108	2021-07-26	hCoV-19/Canada/ON-PHL-21-26599/2021	Canada	AY.108
EPI_ISL_3448667|Canada|AY.33	2021-07-26	hCoV-19/Canada/ON-PHL-21-26600/2021	Canada	AY.33
EPI_ISL_3448697|Canada|AY.25.1	2021-07-28	hCoV-19/Canada/ON-PHL-21-26645/2021	Canada	AY.25.1
EPI_ISL_3448698|Canada|AY.53	2021-07-28	hCoV-19/Canada/ON-PHL-21-26646/2021	Canada	AY.53
EPI_ISL_3448756|Canada|AY.57	2021-07-30	hCoV-19/Canada/ON-PHL-21-27087/2021	Canada	AY.57
EPI_ISL_3457926|Canada|B.1.1	2020-11-09	hCoV-19/Canada/QC-L00313283001/2020	Canada	B.1.1
EPI_ISL_3457974|Canada|B.1.470	2021-01-10	hCoV-19/Canada/QC-L00318829/2021	Canada	B.1.470
EPI_ISL_3457979|Canada|B.1.390	2021-01-13	hCoV-19/Canada/QC-L00318859/2021	Canada	B.1.390
EPI_ISL_3457987|Canada|AM.4	2021-01-04	hCoV-19/Canada/QC-L00319807/2021	Canada	AM.4
EPI_ISL_3457989|Canada|B.1.1.368	2021-01-20	hCoV-19/Canada/QC-L00320426/2021	Canada	B.1.1.368
EPI_ISL_3458016|Canada|B.1.1	2020-12-25	hCoV-19/Canada/QC-L00321741/2020	Canada	B.1.1
EPI_ISL_3458076|Canada|B.1.258.17	2021-02-10	hCoV-19/Canada/QC-L00323558001/2021	Canada	B.1.258.17
EPI_ISL_3458106|Canada|B.1.351	2021-01-08	hCoV-19/Canada/QC-L00324016001/2021	Canada	B.1.351
EPI_ISL_3458128|Canada|B.1.1.222	2021-02-10	hCoV-19/Canada/QC-L00325530001/2021	Canada	B.1.1.222
EPI_ISL_3458157|Canada|B.1.505	2021-02-09	hCoV-19/Canada/QC-L00327025001/2021	Canada	B.1.505
EPI_ISL_3458176|Canada|B.1.1	2021-02-25	hCoV-19/Canada/QC-L00328942001/2021	Canada	B.1.1
