EPI	Date	GISAID	Location	lineage
EPI_ISL_2523321|Canada|B.1.279	2021-02-11	hCoV-19/Canada/BC-BCCDC-26639/2021	Canada	B.1.279
EPI_ISL_2523396|Canada|B.1.561	2021-02-11	hCoV-19/Canada/BC-BCCDC-26763/2021	Canada	B.1.561
EPI_ISL_2523462|Canada|B.1.561	2021-02-18	hCoV-19/Canada/BC-BCCDC-26854/2021	Canada	B.1.561
EPI_ISL_2523467|Canada|B.1.36.36	2021-02-12	hCoV-19/Canada/BC-BCCDC-26857/2021	Canada	B.1.36.36
EPI_ISL_2523560|Canada|B.1.36	2021-02-18	hCoV-19/Canada/BC-BCCDC-26964/2021	Canada	B.1.36
EPI_ISL_2523635|Canada|B.1.577	2021-02-10	hCoV-19/Canada/BC-BCCDC-27058/2021	Canada	B.1.577
EPI_ISL_2523688|Canada|B.1.404	2021-02-06	hCoV-19/Canada/BC-BCCDC-27110/2021	Canada	B.1.404
EPI_ISL_2523703|Canada|B.1.1.244	2021-02-11	hCoV-19/Canada/BC-BCCDC-27127/2021	Canada	B.1.1.244
EPI_ISL_2523881|Canada|B.1.351	2021-01-20	hCoV-19/Canada/BC-BCCDC-37618/2021	Canada	B.1.351
EPI_ISL_2523891|Canada|P.2	2021-01-20	hCoV-19/Canada/BC-BCCDC-37630/2021	Canada	P.2
EPI_ISL_2523896|Canada|B.1.111	2021-01-25	hCoV-19/Canada/BC-BCCDC-37635/2021	Canada	B.1.111
EPI_ISL_2523918|Canada|B.1.36.37	2021-01-31	hCoV-19/Canada/BC-BCCDC-37673/2021	Canada	B.1.36.37
EPI_ISL_2523953|Canada|B.1.427	2021-01-22	hCoV-19/Canada/BC-BCCDC-37727/2021	Canada	B.1.427
EPI_ISL_2523991|Canada|B.1.438.1	2021-02-01	hCoV-19/Canada/BC-BCCDC-37785/2021	Canada	B.1.438.1
EPI_ISL_2524008|Canada|B.1.2	2021-02-01	hCoV-19/Canada/BC-BCCDC-37811/2021	Canada	B.1.2
EPI_ISL_2524073|Canada|B.1.36.38	2021-02-01	hCoV-19/Canada/BC-BCCDC-37902/2021	Canada	B.1.36.38
EPI_ISL_2524075|Canada|B.1.561	2021-02-01	hCoV-19/Canada/BC-BCCDC-37904/2021	Canada	B.1.561
EPI_ISL_2524115|Canada|B.1.36	2021-01-21	hCoV-19/Canada/BC-BCCDC-37974/2021	Canada	B.1.36
EPI_ISL_2524118|Canada|B.1.36.36	2020-12-10	hCoV-19/Canada/BC-BCCDC-37991/2020	Canada	B.1.36.36
EPI_ISL_2524205|Canada|AW.1	2021-02-02	hCoV-19/Canada/BC-BCCDC-38128/2021	Canada	AW.1
EPI_ISL_2524212|Canada|B.1.36.36	2021-02-03	hCoV-19/Canada/BC-BCCDC-38141/2021	Canada	B.1.36.36
EPI_ISL_2524252|Canada|A.23.1	2021-02-02	hCoV-19/Canada/BC-BCCDC-38293/2021	Canada	A.23.1
EPI_ISL_2524315|Canada|AL.1	2021-02-08	hCoV-19/Canada/BC-BCCDC-38558/2021	Canada	AL.1
EPI_ISL_2524328|Canada|B.1.36.37	2021-02-10	hCoV-19/Canada/BC-BCCDC-38579/2021	Canada	B.1.36.37
EPI_ISL_2524332|Canada|B.1.1.186	2021-02-10	hCoV-19/Canada/BC-BCCDC-38584/2021	Canada	B.1.1.186
EPI_ISL_2524333|Canada|P.2	2021-02-10	hCoV-19/Canada/BC-BCCDC-38585/2021	Canada	P.2
EPI_ISL_2524378|Canada|B.1.561	2021-02-22	hCoV-19/Canada/BC-BCCDC-38646/2021	Canada	B.1.561
EPI_ISL_2524843|Canada|B.1.568	2021-03-08	hCoV-19/Canada/BC-BCCDC-39118/2021	Canada	B.1.568
EPI_ISL_2524881|Canada|B.1.36.36	2021-03-08	hCoV-19/Canada/BC-BCCDC-39167/2021	Canada	B.1.36.36
EPI_ISL_2524898|Canada|B.1.438	2021-03-08	hCoV-19/Canada/BC-BCCDC-39188/2021	Canada	B.1.438
EPI_ISL_2524906|Canada|B.1.480	2021-03-08	hCoV-19/Canada/BC-BCCDC-39198/2021	Canada	B.1.480
EPI_ISL_2524920|Canada|B.1.36.37	2021-03-09	hCoV-19/Canada/BC-BCCDC-39216/2021	Canada	B.1.36.37
EPI_ISL_2525317|Canada|Q.1	2021-03-10	hCoV-19/Canada/BC-BCCDC-39485/2021	Canada	Q.1
EPI_ISL_2525489|Canada|B.1.1.7	2021-03-07	hCoV-19/Canada/BC-BCCDC-39619/2021	Canada	B.1.1.7
EPI_ISL_2525724|Canada|Q.1	2021-03-03	hCoV-19/Canada/BC-BCCDC-39761/2021	Canada	Q.1
EPI_ISL_2525730|Canada|B.1.36.29	2021-03-03	hCoV-19/Canada/BC-BCCDC-39765/2021	Canada	B.1.36.29
EPI_ISL_2525745|Canada|B.1.243	2021-03-06	hCoV-19/Canada/BC-BCCDC-39776/2021	Canada	B.1.243
EPI_ISL_2525884|Canada|P.1.14	2021-03-13	hCoV-19/Canada/BC-BCCDC-43708/2021	Canada	P.1.14
EPI_ISL_2526084|Canada|B.1.36.36	2021-03-15	hCoV-19/Canada/BC-BCCDC-43844/2021	Canada	B.1.36.36
EPI_ISL_2526196|Canada|B.1.617.1	2021-03-16	hCoV-19/Canada/BC-BCCDC-43968/2021	Canada	B.1.617.1
EPI_ISL_2526216|Canada|B.1.2	2021-03-16	hCoV-19/Canada/BC-BCCDC-43992/2021	Canada	B.1.2
EPI_ISL_2526227|Canada|B.1.568	2021-03-16	hCoV-19/Canada/BC-BCCDC-44004/2021	Canada	B.1.568
EPI_ISL_2526874|Canada|AZ.5	2021-03-09	hCoV-19/Canada/BC-BCCDC-44660/2021	Canada	AZ.5
EPI_ISL_2526932|Canada|B.1.1.464	2021-03-12	hCoV-19/Canada/BC-BCCDC-44711/2021	Canada	B.1.1.464
EPI_ISL_2526949|Canada|B.1.480	2021-03-06	hCoV-19/Canada/BC-BCCDC-44722/2021	Canada	B.1.480
EPI_ISL_2526997|Canada|B.1.561	2021-03-10	hCoV-19/Canada/BC-BCCDC-44755/2021	Canada	B.1.561
EPI_ISL_2527159|Canada|B.1.2	2021-03-12	hCoV-19/Canada/BC-BCCDC-44936/2021	Canada	B.1.2
EPI_ISL_2527209|Canada|B.1.1.348	2021-03-05	hCoV-19/Canada/BC-BCCDC-45006/2021	Canada	B.1.1.348
EPI_ISL_2527210|Canada|B.1.561	2021-03-06	hCoV-19/Canada/BC-BCCDC-45007/2021	Canada	B.1.561
EPI_ISL_2527211|Canada|B.1.577	2021-03-02	hCoV-19/Canada/BC-BCCDC-45008/2021	Canada	B.1.577
EPI_ISL_2527468|Canada|B.1.1.7	2021-03-13	hCoV-19/Canada/BC-BCCDC-45317/2021	Canada	B.1.1.7
EPI_ISL_2527769|Canada|B.1.36.38	2021-03-14	hCoV-19/Canada/BC-BCCDC-45548/2021	Canada	B.1.36.38
EPI_ISL_2527864|Canada|B.1.480	2021-03-20	hCoV-19/Canada/BC-BCCDC-49732/2021	Canada	B.1.480
EPI_ISL_2528048|Canada|B.1.438.1	2021-03-20	hCoV-19/Canada/BC-BCCDC-49869/2021	Canada	B.1.438.1
EPI_ISL_2528142|Canada|B.1.429	2021-02-28	hCoV-19/Canada/BC-BCCDC-49932/2021	Canada	B.1.429
EPI_ISL_2528899|Canada|B.1.561	2021-01-05	hCoV-19/Canada/BC-BCCDC-53338/2021	Canada	B.1.561
EPI_ISL_2529063|Canada|B.1.2	2021-02-24	hCoV-19/Canada/BC-BCCDC-53479/2021	Canada	B.1.2
EPI_ISL_2529071|Canada|P.1	2021-02-28	hCoV-19/Canada/BC-BCCDC-53490/2021	Canada	P.1
EPI_ISL_2529132|Canada|B.1.568	2021-03-05	hCoV-19/Canada/BC-BCCDC-53528/2021	Canada	B.1.568
EPI_ISL_2529209|Canada|P.2	2021-03-14	hCoV-19/Canada/BC-BCCDC-53573/2021	Canada	P.2
EPI_ISL_2529341|Canada|B.1.561	2021-03-18	hCoV-19/Canada/BC-BCCDC-53669/2021	Canada	B.1.561
EPI_ISL_2529421|Canada|B.1.637	2021-03-19	hCoV-19/Canada/BC-BCCDC-53762/2021	Canada	B.1.637
EPI_ISL_2529441|Canada|B.1.1.222	2021-03-19	hCoV-19/Canada/BC-BCCDC-53783/2021	Canada	B.1.1.222
EPI_ISL_2529589|Canada|B.1.617.2	2021-03-21	hCoV-19/Canada/BC-BCCDC-53948/2021	Canada	B.1.617.2
EPI_ISL_2529629|Canada|P.1.14	2021-03-21	hCoV-19/Canada/BC-BCCDC-53994/2021	Canada	P.1.14
EPI_ISL_2529665|Canada|B.1.618	2021-03-21	hCoV-19/Canada/BC-BCCDC-54038/2021	Canada	B.1.618
EPI_ISL_2530869|Canada|B.1.618	2021-03-28	hCoV-19/Canada/BC-BCCDC-55854/2021	Canada	B.1.618
EPI_ISL_2530903|Canada|B.1.617.1	2021-04-07	hCoV-19/Canada/BC-BCCDC-55889/2021	Canada	B.1.617.1
EPI_ISL_2531097|Canada|AY.61	2021-04-16	hCoV-19/Canada/BC-BCCDC-56009/2021	Canada	AY.61
EPI_ISL_2531099|Canada|B.1.617.2	2021-04-17	hCoV-19/Canada/BC-BCCDC-56011/2021	Canada	B.1.617.2
EPI_ISL_2531118|Canada|B.1.36.36	2021-03-22	hCoV-19/Canada/BC-BCCDC-56049/2021	Canada	B.1.36.36
EPI_ISL_2531402|Canada|B.1.351	2021-03-26	hCoV-19/Canada/BC-BCCDC-56351/2021	Canada	B.1.351
EPI_ISL_2531803|Canada|B.1.351.3	2021-03-28	hCoV-19/Canada/BC-BCCDC-56785/2021	Canada	B.1.351.3
EPI_ISL_2532171|Canada|B.1.36.36	2021-03-29	hCoV-19/Canada/BC-BCCDC-57123/2021	Canada	B.1.36.36
EPI_ISL_2547548|Canada|P.1.17	2021-04-12	hCoV-19/Canada/ON-PHL-21-11363-v2/2021	Canada	P.1.17
EPI_ISL_2547554|Canada|AY.39	2021-04-21	hCoV-19/Canada/ON-PHL-21-13471-v2/2021	Canada	AY.39
EPI_ISL_2547570|Canada|A.23.1	2021-05-20	hCoV-19/Canada/ON-PHL-21-18056/2021	Canada	A.23.1
EPI_ISL_2547635|Canada|AY.74	2021-05-23	hCoV-19/Canada/ON-PHL-21-18124/2021	Canada	AY.74
EPI_ISL_2547643|Canada|AY.122	2021-05-20	hCoV-19/Canada/ON-PHL-21-18132/2021	Canada	AY.122
EPI_ISL_2547684|Canada|AY.100	2021-04-10	hCoV-19/Canada/ON-PHL-21-18177/2021	Canada	AY.100
EPI_ISL_2547685|Canada|B.1.1.216	2021-04-10	hCoV-19/Canada/ON-PHL-21-18178/2021	Canada	B.1.1.216
EPI_ISL_2547697|Canada|B.1.470	2021-04-12	hCoV-19/Canada/ON-PHL-21-18194/2021	Canada	B.1.470
EPI_ISL_2547703|Canada|B.1.1.348	2021-04-12	hCoV-19/Canada/ON-PHL-21-18202/2021	Canada	B.1.1.348
EPI_ISL_2547822|Canada|B.1.36.38	2021-05-20	hCoV-19/Canada/ON-PHL-21-18335/2021	Canada	B.1.36.38
EPI_ISL_2547830|Canada|AY.15	2021-04-24	hCoV-19/Canada/ON-PHL-21-18343/2021	Canada	AY.15
EPI_ISL_2547858|Canada|AY.15	2021-05-22	hCoV-19/Canada/ON-PHL-21-18379/2021	Canada	AY.15
EPI_ISL_2547870|Canada|AY.15	2021-05-25	hCoV-19/Canada/ON-PHL-21-18392/2021	Canada	AY.15
EPI_ISL_2547923|Canada|B.1.1.306	2021-03-31	hCoV-19/Canada/ON-PHL-21-18447/2021	Canada	B.1.1.306
EPI_ISL_2547931|Canada|B.1.36.17	2021-04-04	hCoV-19/Canada/ON-PHL-21-18456/2021	Canada	B.1.36.17
EPI_ISL_2547948|Canada|AY.61	2021-04-06	hCoV-19/Canada/ON-PHL-21-18474/2021	Canada	AY.61
EPI_ISL_2547991|Canada|AY.102	2021-04-30	hCoV-19/Canada/ON-PHL-21-18520/2021	Canada	AY.102
EPI_ISL_2548156|Canada|AY.122	2021-05-30	hCoV-19/Canada/ON-PHL-21-18698/2021	Canada	AY.122
EPI_ISL_2548333|Canada|AY.100	2021-05-29	hCoV-19/Canada/ON-PHL-21-18882/2021	Canada	AY.100
EPI_ISL_2550524|Canada|A.23.1	2021-01-03	hCoV-19/Canada/NB-NML-3301/2021	Canada	A.23.1
EPI_ISL_2562940|Canada|B.1.1	2020-04-25	hCoV-19/Canada/SK-NML-471/2020	Canada	B.1.1
EPI_ISL_2565090|Canada|B.1.2	2020-03-16	hCoV-19/Canada/SK-NML-52/2020	Canada	B.1.2
EPI_ISL_2565100|Canada|B.3.1	2020-03-18	hCoV-19/Canada/SK-NML-70/2020	Canada	B.3.1
EPI_ISL_2565107|Canada|B.1	2020-03-15	hCoV-19/Canada/SK-NML-189/2020	Canada	B.1
EPI_ISL_2587390|Canada|B.1.438.1	2021-05-10	hCoV-19/Canada/SK-NML-74226/2021	Canada	B.1.438.1
EPI_ISL_2629955|Canada|AY.14	2021-05-26	hCoV-19/Canada/ON-PHL-21-18930/2021	Canada	AY.14
EPI_ISL_2629972|Canada|Q.1	2021-05-28	hCoV-19/Canada/ON-PHL-21-18949/2021	Canada	Q.1
EPI_ISL_2630015|Canada|AY.75	2021-05-28	hCoV-19/Canada/ON-PHL-21-18996/2021	Canada	AY.75
EPI_ISL_2630110|Canada|AY.116	2021-04-16	hCoV-19/Canada/ON-PHL-21-19097/2021	Canada	AY.116
EPI_ISL_2630162|Canada|A.2.5	2021-03-30	hCoV-19/Canada/ON-PHL-21-19153/2021	Canada	A.2.5
EPI_ISL_2630181|Canada|AZ.1	2021-05-29	hCoV-19/Canada/ON-PHL-21-19172/2021	Canada	AZ.1
EPI_ISL_2630209|Canada|AY.112	2021-05-30	hCoV-19/Canada/ON-PHL-21-19204/2021	Canada	AY.112
EPI_ISL_2630212|Canada|C.36.3	2021-05-30	hCoV-19/Canada/ON-PHL-21-19207/2021	Canada	C.36.3
EPI_ISL_2630237|Canada|AY.74	2021-05-30	hCoV-19/Canada/ON-PHL-21-19234/2021	Canada	AY.74
EPI_ISL_2630243|Canada|B.1.525	2021-05-31	hCoV-19/Canada/ON-PHL-21-19243/2021	Canada	B.1.525
EPI_ISL_2630263|Canada|AY.10	2021-05-27	hCoV-19/Canada/ON-PHL-21-19265/2021	Canada	AY.10
EPI_ISL_2630275|Canada|B.1.1.318	2021-05-27	hCoV-19/Canada/ON-PHL-21-19277/2021	Canada	B.1.1.318
EPI_ISL_2630442|Canada|AY.16	2021-06-02	hCoV-19/Canada/ON-PHL-21-19455/2021	Canada	AY.16
EPI_ISL_2630456|Canada|B.1.617.1	2021-05-31	hCoV-19/Canada/ON-PHL-21-19471/2021	Canada	B.1.617.1
EPI_ISL_2630555|Canada|AZ.1	2021-06-01	hCoV-19/Canada/ON-PHL-21-19575/2021	Canada	AZ.1
EPI_ISL_2630614|Canada|C.36.3	2021-06-03	hCoV-19/Canada/ON-PHL-21-19638/2021	Canada	C.36.3
EPI_ISL_2630615|Canada|AY.46	2021-06-03	hCoV-19/Canada/ON-PHL-21-19639/2021	Canada	AY.46
EPI_ISL_2630657|Canada|B.1.619	2021-06-02	hCoV-19/Canada/ON-PHL-21-19683/2021	Canada	B.1.619
EPI_ISL_2630684|Canada|AY.10	2021-06-05	hCoV-19/Canada/ON-PHL-21-19712/2021	Canada	AY.10
EPI_ISL_2630780|Canada|P.1.17	2021-06-04	hCoV-19/Canada/ON-PHL-21-19898/2021	Canada	P.1.17
EPI_ISL_2630821|Canada|Q.1	2021-06-06	hCoV-19/Canada/ON-PHL-21-19939/2021	Canada	Q.1
EPI_ISL_2630875|Canada|AY.122	2021-06-07	hCoV-19/Canada/ON-PHL-21-19994/2021	Canada	AY.122
EPI_ISL_2630877|Canada|AY.54	2021-06-07	hCoV-19/Canada/ON-PHL-21-19996/2021	Canada	AY.54
EPI_ISL_2631007|Canada|AY.15	2021-06-04	hCoV-19/Canada/ON-PHL-21-20133/2021	Canada	AY.15
EPI_ISL_2631058|Canada|AY.105	2021-06-02	hCoV-19/Canada/ON-PHL-21-20187/2021	Canada	AY.105
EPI_ISL_2631074|Canada|AY.39	2021-06-03	hCoV-19/Canada/ON-PHL-21-20204/2021	Canada	AY.39
EPI_ISL_2653140|Canada|B.1.637	2021-03-29	hCoV-19/Canada/BC-BCCDC-57287/2021	Canada	B.1.637
EPI_ISL_2653207|Canada|B.1.1.7	2021-03-27	hCoV-19/Canada/BC-BCCDC-57363/2021	Canada	B.1.1.7
EPI_ISL_2653348|Canada|B.1.2	2021-03-31	hCoV-19/Canada/BC-BCCDC-57522/2021	Canada	B.1.2
EPI_ISL_2653647|Canada|B.1.429	2021-04-04	hCoV-19/Canada/BC-BCCDC-57986/2021	Canada	B.1.429
EPI_ISL_2653664|Canada|B.1.36.36	2021-04-05	hCoV-19/Canada/BC-BCCDC-58150/2021	Canada	B.1.36.36
EPI_ISL_2654295|Canada|B.1.36.37	2021-04-06	hCoV-19/Canada/BC-BCCDC-59071/2021	Canada	B.1.36.37
EPI_ISL_2654562|Canada|B.1.480	2021-04-09	hCoV-19/Canada/BC-BCCDC-59402/2021	Canada	B.1.480
EPI_ISL_2654584|Canada|P.1.14	2021-04-08	hCoV-19/Canada/BC-BCCDC-59427/2021	Canada	P.1.14
EPI_ISL_2655024|Canada|B.1.36.36	2021-04-15	hCoV-19/Canada/BC-BCCDC-74646/2021	Canada	B.1.36.36
EPI_ISL_2655179|Canada|B.1.1.317	2021-04-16	hCoV-19/Canada/BC-BCCDC-74866/2021	Canada	B.1.1.317
EPI_ISL_2655215|Canada|B.1.1.322	2021-04-18	hCoV-19/Canada/BC-BCCDC-74910/2021	Canada	B.1.1.322
EPI_ISL_2655530|Canada|B.1.480	2021-04-19	hCoV-19/Canada/BC-BCCDC-75198/2021	Canada	B.1.480
EPI_ISL_2655706|Canada|B.1.36	2021-04-06	hCoV-19/Canada/BC-BCCDC-75417/2021	Canada	B.1.36
EPI_ISL_2655964|Canada|AY.14	2021-04-20	hCoV-19/Canada/BC-BCCDC-75801/2021	Canada	AY.14
EPI_ISL_2656003|Canada|AY.75	2021-04-21	hCoV-19/Canada/BC-BCCDC-75871/2021	Canada	AY.75
EPI_ISL_2656871|Canada|B.1.438.1	2021-04-24	hCoV-19/Canada/BC-BCCDC-88223/2021	Canada	B.1.438.1
EPI_ISL_2713427|Canada|AY.122	2021-05-14	hCoV-19/Canada/ON-PHL-21-17316/2021	Canada	AY.122
EPI_ISL_2713437|Canada|C.36.3	2021-05-14	hCoV-19/Canada/ON-PHL-21-17326/2021	Canada	C.36.3
EPI_ISL_2713616|Canada|AY.61	2021-06-03	hCoV-19/Canada/ON-PHL-21-20363/2021	Canada	AY.61
EPI_ISL_2713669|Canada|B.1.564.1	2021-06-03	hCoV-19/Canada/ON-PHL-21-20418/2021	Canada	B.1.564.1
EPI_ISL_2713717|Canada|B.1.1.7	2021-06-06	hCoV-19/Canada/ON-PHL-21-20470/2021	Canada	B.1.1.7
EPI_ISL_2713736|Canada|AY.16	2021-06-08	hCoV-19/Canada/ON-PHL-21-20491/2021	Canada	AY.16
EPI_ISL_2713821|Canada|AY.19	2021-06-05	hCoV-19/Canada/ON-PHL-21-20582/2021	Canada	AY.19
EPI_ISL_2713860|Canada|B.1.1	2021-06-07	hCoV-19/Canada/ON-PHL-21-20623/2021	Canada	B.1.1
EPI_ISL_2713916|Canada|AY.14	2021-06-07	hCoV-19/Canada/ON-PHL-21-20692/2021	Canada	AY.14
EPI_ISL_2714035|Canada|AY.106	2021-06-10	hCoV-19/Canada/ON-PHL-21-20818/2021	Canada	AY.106
EPI_ISL_2714109|Canada|AZ.1	2021-06-08	hCoV-19/Canada/ON-PHL-21-20895/2021	Canada	AZ.1
EPI_ISL_2714161|Canada|AY.120	2021-06-07	hCoV-19/Canada/ON-PHL-21-20950/2021	Canada	AY.120
EPI_ISL_2714173|Canada|AY.19	2021-06-09	hCoV-19/Canada/ON-PHL-21-20962/2021	Canada	AY.19
EPI_ISL_2714212|Canada|AY.74	2021-06-08	hCoV-19/Canada/ON-PHL-21-21004/2021	Canada	AY.74
EPI_ISL_2714307|Canada|AY.65	2021-06-11	hCoV-19/Canada/ON-PHL-21-21110/2021	Canada	AY.65
EPI_ISL_2714341|Canada|AY.32	2021-05-15	hCoV-19/Canada/ON-PHL-21-21182/2021	Canada	AY.32
EPI_ISL_2714346|Canada|AY.100	2021-05-15	hCoV-19/Canada/ON-PHL-21-21187/2021	Canada	AY.100
EPI_ISL_2714347|Canada|AY.99.2	2021-05-16	hCoV-19/Canada/ON-PHL-21-21188/2021	Canada	AY.99.2
EPI_ISL_2714355|Canada|AY.16	2021-05-17	hCoV-19/Canada/ON-PHL-21-21198/2021	Canada	AY.16
EPI_ISL_2714384|Canada|AY.61	2021-05-08	hCoV-19/Canada/ON-PHL-21-21231/2021	Canada	AY.61
EPI_ISL_2714388|Canada|AY.122	2021-05-09	hCoV-19/Canada/ON-PHL-21-21235/2021	Canada	AY.122
EPI_ISL_2714447|Canada|R.1	2021-04-20	hCoV-19/Canada/ON-PHL-21-21302/2021	Canada	R.1
EPI_ISL_2714496|Canada|AY.15	2021-06-10	hCoV-19/Canada/ON-PHL-21-21361/2021	Canada	AY.15
EPI_ISL_2714537|Canada|AY.102	2021-06-11	hCoV-19/Canada/ON-PHL-21-21406/2021	Canada	AY.102
EPI_ISL_2719436|Canada|P.1.10	2021-04-24	hCoV-19/Canada/BC-BCCDC-77218/2021	Canada	P.1.10
EPI_ISL_2719569|Canada|P.1.17	2021-04-26	hCoV-19/Canada/BC-BCCDC-77397/2021	Canada	P.1.17
EPI_ISL_2719823|Canada|B.1.618	2021-05-02	hCoV-19/Canada/BC-BCCDC-77728/2021	Canada	B.1.618
EPI_ISL_2719883|Canada|AY.120.1	2021-04-28	hCoV-19/Canada/BC-BCCDC-77794/2021	Canada	AY.120.1
EPI_ISL_2719923|Canada|AY.122	2021-04-29	hCoV-19/Canada/BC-BCCDC-77846/2021	Canada	AY.122
EPI_ISL_2720595|Canada|B.1.637	2021-04-26	hCoV-19/Canada/BC-BCCDC-78574/2021	Canada	B.1.637
EPI_ISL_2720698|Canada|B.1.36.22	2021-05-03	hCoV-19/Canada/BC-BCCDC-78701/2021	Canada	B.1.36.22
EPI_ISL_2720755|Canada|P.1.14	2021-05-03	hCoV-19/Canada/BC-BCCDC-78767/2021	Canada	P.1.14
EPI_ISL_2721074|Canada|B.1.617.2	2021-04-20	hCoV-19/Canada/BC-BCCDC-79154/2021	Canada	B.1.617.2
EPI_ISL_2721103|Canada|B.1.1.434	2021-03-27	hCoV-19/Canada/BC-BCCDC-79187/2021	Canada	B.1.1.434
EPI_ISL_2721113|Canada|B.1.438	2021-03-30	hCoV-19/Canada/BC-BCCDC-79199/2021	Canada	B.1.438
EPI_ISL_2721312|Canada|B.1.438.1	2021-04-11	hCoV-19/Canada/BC-BCCDC-79319/2021	Canada	B.1.438.1
EPI_ISL_2721355|Canada|B.1.617.2	2021-04-09	hCoV-19/Canada/BC-BCCDC-79349/2021	Canada	B.1.617.2
EPI_ISL_2721568|Canada|P.1.17	2021-05-06	hCoV-19/Canada/BC-BCCDC-87340/2021	Canada	P.1.17
EPI_ISL_2721571|Canada|B.1.617.1	2021-05-12	hCoV-19/Canada/BC-BCCDC-87353/2021	Canada	B.1.617.1
EPI_ISL_2721672|Canada|P.1.14	2021-05-01	hCoV-19/Canada/BC-BCCDC-87557/2021	Canada	P.1.14
EPI_ISL_2757836|Canada|P.1	2021-03-12	hCoV-19/Canada/ON-PHL-21-08724/2021	Canada	P.1
EPI_ISL_2821328|Canada|B.1.1.417	2021-01-03	hCoV-19/Canada/QC-1nIID-U10303602D/2021	Canada	B.1.1.417
EPI_ISL_2821333|Canada|B.1.1.70	2021-01-07	hCoV-19/Canada/QC-1nIID-U10730102D/2021	Canada	B.1.1.70
EPI_ISL_2821335|Canada|B.1.1.121	2021-01-08	hCoV-19/Canada/QC-1nIID-U10829372D/2021	Canada	B.1.1.121
EPI_ISL_2821342|Canada|B.1.1.70	2021-01-11	hCoV-19/Canada/QC-1nIID-U11126972D/2021	Canada	B.1.1.70
EPI_ISL_2821360|Canada|B.1.1.329	2021-01-25	hCoV-19/Canada/QC-1nIID-U12525862D/2021	Canada	B.1.1.329
EPI_ISL_2821381|Canada|B.1.36.7	2021-01-19	hCoV-19/Canada/QC-1nDJXQ-Q5192445C2/2021	Canada	B.1.36.7
EPI_ISL_2821458|Canada|B.1.243	2021-01-18	hCoV-19/Canada/QC-1nIUH-5524263465/2021	Canada	B.1.243
EPI_ISL_2821483|Canada|B.1.2	2021-01-26	hCoV-19/Canada/QC-1nDJXP-0043053079/2021	Canada	B.1.2
EPI_ISL_2821484|Canada|B.1.1.351	2021-01-26	hCoV-19/Canada/QC-1nDJXP-0043058833/2021	Canada	B.1.1.351
EPI_ISL_2821523|Canada|B.1.1.25	2021-01-09	hCoV-19/Canada/QC-1nDJLG-R7090636/2021	Canada	B.1.1.25
EPI_ISL_2821546|Canada|B.1.1.25	2021-01-23	hCoV-19/Canada/QC-1nDJLG-R7230456/2021	Canada	B.1.1.25
EPI_ISL_2821594|Canada|B.1.1.294	2021-01-02	hCoV-19/Canada/QC-1nIUM-U1020967/2021	Canada	B.1.1.294
EPI_ISL_2821599|Canada|B.1.1.176	2021-01-03	hCoV-19/Canada/QC-1nIUM-U1030523/2021	Canada	B.1.1.176
EPI_ISL_2821615|Canada|B.1.1.434	2021-01-04	hCoV-19/Canada/QC-1nIUM-U1044232/2021	Canada	B.1.1.434
EPI_ISL_2821640|Canada|B.1.1.157	2020-12-21	hCoV-19/Canada/QC-1nDJXP-0042873449/2020	Canada	B.1.1.157
EPI_ISL_2821654|Canada|B.1.177.72	2020-12-28	hCoV-19/Canada/QC-1nDJXP-0042902320/2020	Canada	B.1.177.72
EPI_ISL_2821672|Canada|B.1.128	2020-05-10	hCoV-19/Canada/QC-1nIOU-97100869/2020	Canada	B.1.128
EPI_ISL_2821675|Canada|B.1.1.329	2021-01-01	hCoV-19/Canada/QC-1nIID-U10109402D/2021	Canada	B.1.1.329
EPI_ISL_2821676|Canada|B.1.1.157	2021-01-02	hCoV-19/Canada/QC-1nIID-U10208892D/2021	Canada	B.1.1.157
EPI_ISL_2821774|Canada|B.1.1.157	2021-01-17	hCoV-19/Canada/QC-1nJWFTV-8143004356/2021	Canada	B.1.1.157
EPI_ISL_2821820|Canada|B.1.1.176	2021-02-01	hCoV-19/Canada/QC-1nIEOQ-7056284539/2021	Canada	B.1.1.176
EPI_ISL_2821872|Canada|B.1.160	2020-11-21	hCoV-19/Canada/QC-1nIROK-S7211100/2020	Canada	B.1.160
EPI_ISL_2821911|Canada|B.1.36.38	2021-01-31	hCoV-19/Canada/QC-1nIOU-A5311181/2021	Canada	B.1.36.38
EPI_ISL_2821948|Canada|AB.1	2021-01-28	hCoV-19/Canada/QC-1nDJXQ-Q5282240C2/2021	Canada	AB.1
EPI_ISL_2821980|Canada|B.1.160	2021-02-06	hCoV-19/Canada/QC-1nKGZ-R8061538/2021	Canada	B.1.160
EPI_ISL_2822018|Canada|B.1.1	2021-01-03	hCoV-19/Canada/QC-1nIUM-U1043871/2021	Canada	B.1.1
EPI_ISL_2822069|Canada|B.1.1.351	2021-02-02	hCoV-19/Canada/QC-1nDJXP-0043097936/2021	Canada	B.1.1.351
EPI_ISL_2822216|Canada|B.1.210	2021-01-29	hCoV-19/Canada/QC-1nIUH-5524278186/2021	Canada	B.1.210
EPI_ISL_2822239|Canada|B.1.1.10	2020-10-14	hCoV-19/Canada/QC-1nIUH-5524145286/2020	Canada	B.1.1.10
